Date,Time,Weather,Road_Condition,Time_of_Day,Traffic,Accident_Type,Vehicle_Type,Accident_Reason,Latitude,Longitude,Severity
2025-02-20,14:28:13,Clear,Moderate,Afternoon,High,Head-on,Bicycle,Speeding,40.68838192376811,-73.91983013534512,Medium
2025-08-18,00:28:23,Snow,Good,Night,Medium,Other,Car,Running Red Light,40.74539963661077,-73.92184622889829,Medium
2025-04-11,18:19:16,Clear,Good,Afternoon,Medium,Rollover,Bicycle,Distracted Driving,40.68125941331801,-73.72257385320293,Medium
2025-03-01,16:11:12,Clear,Good,Afternoon,Low,Side,Car,Distracted Driving,40.62120487398366,-73.80410847395751,Low
2025-03-05,00:35:15,Snow,Moderate,Night,High,Head-on,Bicycle,Alcohol,40.88838278926743,-73.87668424234444,High
2025-01-19,00:30:09,Clear,Construction,Night,Medium,Other,Motorcycle,Running Red Light,40.80025942919232,-74.04823394754705,Medium
2025-07-06,06:54:45,Clear,Good,Night,Low,Head-on,Motorcycle,Distracted Driving,40.64447707137568,-73.92444043983942,Medium
2025-07-11,04:56:21,Rain,Good,Night,High,Other,Motorcycle,Distracted Driving,40.6773086518788,-74.11709139211455,Medium
2025-05-06,15:46:00,Clear,Good,Afternoon,Jam,Side,Truck,Distracted Driving,40.91695807155344,-74.03235614725892,Low
2025-05-04,05:27:21,Rain,Good,Night,Low,Side,Bicycle,Speeding,40.91255941931435,-74.08171434779322,Medium
2025-05-03,03:14:27,Snow,Good,Night,Low,Other,Truck,Speeding,40.65346618137914,-74.00933287969502,Medium
2025-01-30,18:01:06,Clear,Good,Afternoon,Medium,Head-on,Car,Speeding,40.64295561127135,-73.91347273831437,Medium
2025-08-09,06:04:17,Fog,Poor,Night,Medium,Side,Car,Weather,40.58735661015924,-74.03950058749128,Medium
2025-06-02,12:28:53,Rain,Good,Morning,High,Rear-end,Truck,Running Red Light,40.6044841509099,-74.07003393607549,Medium
2025-05-24,16:25:25,Clear,Good,Afternoon,High,Head-on,Car,Running Red Light,40.82295667238223,-74.10671013778897,Medium
2025-03-17,03:17:58,Snow,Good,Night,High,Head-on,Pedestrian,Speeding,40.80835961582065,-73.71888446613968,High
2025-08-20,10:51:37,Rain,Poor,Morning,Low,Head-on,Truck,Weather,40.86983008100649,-73.8143128978638,High
2025-02-01,00:55:19,Clear,Moderate,Night,Medium,Head-on,Car,Mechanical Failure,40.71237636042216,-73.8685511014373,Medium
2025-04-23,08:59:35,Rain,Moderate,Morning,High,Rollover,Car,Mechanical Failure,40.68781909202652,-73.7628503890268,High
2025-02-01,09:16:33,Fog,Good,Morning,High,Rollover,Car,Weather,40.6536750608414,-73.92825697699543,High
2025-07-01,07:00:45,Rain,Construction,Morning,Medium,Other,Car,Other,40.65196551173837,-73.9509653264167,Medium
2025-05-20,06:37:31,Snow,Moderate,Night,Medium,Rollover,Truck,Distracted Driving,40.86740671475143,-73.92698730980344,High
2025-02-18,10:14:16,Clear,Good,Morning,Jam,Rear-end,Pedestrian,Speeding,40.69305391111907,-74.1146625387837,Low
2025-02-05,15:51:31,Rain,Poor,Afternoon,Low,Side,Car,Distracted Driving,40.65062413251682,-73.73869302858355,Medium
2025-05-12,09:45:40,Rain,Good,Morning,Low,Rear-end,Motorcycle,Speeding,40.90497563660421,-74.0316340599696,Low
2025-02-20,00:37:32,Clear,Good,Night,Jam,Rollover,Motorcycle,Running Red Light,40.80219443836228,-73.7712657205788,High
2025-05-13,03:19:17,Rain,Good,Night,Low,Other,Truck,Running Red Light,40.82346867839722,-74.07887813782929,Medium
2025-04-30,20:51:15,Clear,Good,Evening,Low,Other,Truck,Alcohol,40.60331150958904,-74.03572239116079,Low
2025-08-21,17:04:25,Rain,Good,Afternoon,Low,Side,Truck,Speeding,40.77355102177516,-73.71597566381124,Low
2025-04-18,07:44:24,Rain,Moderate,Morning,Medium,Head-on,Car,Running Red Light,40.60456927639774,-74.00610929512307,Medium
2025-07-26,15:29:17,Clear,Moderate,Afternoon,Low,Head-on,Truck,Distracted Driving,40.800175381016274,-73.85575520685629,Medium
2025-06-27,13:37:01,Rain,Good,Afternoon,Medium,Rollover,Bus,Speeding,40.80170086901735,-74.06021481159445,Medium
2025-03-09,13:26:36,Clear,Moderate,Afternoon,Low,Rollover,Bicycle,Weather,40.82422014068708,-73.98999572290232,Medium
2025-04-04,15:25:36,Clear,Moderate,Afternoon,High,Other,Motorcycle,Alcohol,40.70203754845915,-73.78330581694551,Low
2025-04-28,05:15:30,Clear,Poor,Night,Low,Other,Truck,Alcohol,40.5579385025462,-73.91148900851277,Medium
2025-06-22,14:06:00,Clear,Moderate,Afternoon,Medium,Side,Truck,Other,40.600039090681086,-74.04603433990022,Low
2025-06-22,16:53:15,Snow,Good,Afternoon,Medium,Other,Car,Alcohol,40.70150332588677,-74.11202427678342,Low
2025-01-31,19:44:06,Clear,Good,Evening,Low,Other,Motorcycle,Distracted Driving,40.68261752468065,-74.00101636758582,Low
2025-04-28,18:32:09,Clear,Good,Afternoon,Low,Other,Car,Weather,40.63865378448023,-73.83321423493804,Low
2025-03-20,14:22:48,Snow,Good,Afternoon,High,Head-on,Truck,Weather,40.78888931313573,-74.06130634340342,High
2025-04-02,13:08:19,Clear,Good,Afternoon,Medium,Head-on,Car,Weather,40.7822905987559,-74.11331325865758,Medium
2025-06-15,17:18:48,Clear,Good,Afternoon,Medium,Rollover,Car,Weather,40.76932516630492,-73.91276817364381,Medium
2025-02-09,20:41:24,Clear,Good,Evening,Medium,Rollover,Car,Running Red Light,40.7387788848748,-74.0660272020521,Medium
2025-08-18,00:46:21,Clear,Moderate,Night,High,Other,Motorcycle,Distracted Driving,40.62994654108915,-73.94373161371023,Medium
2025-08-01,21:09:53,Clear,Moderate,Evening,High,Head-on,Car,Alcohol,40.63408179373806,-73.86569197063785,High
2025-02-28,15:15:12,Rain,Moderate,Afternoon,High,Side,Motorcycle,Mechanical Failure,40.7718721372672,-73.74184634543272,Medium
2025-08-29,03:06:57,Clear,Poor,Night,Medium,Rollover,Motorcycle,Speeding,40.88312578663349,-73.91777247251615,High
2025-08-13,22:09:14,Snow,Good,Evening,Medium,Other,Car,Speeding,40.579242090021175,-74.02143083981196,Medium
2025-03-26,17:55:53,Clear,Good,Afternoon,Low,Other,Motorcycle,Running Red Light,40.74846107573765,-74.06236841479867,Low
2025-06-11,08:06:40,Rain,Good,Morning,High,Rollover,Car,Speeding,40.82995304168215,-73.78667021181538,High
2025-07-02,08:17:11,Rain,Good,Morning,Medium,Rear-end,Car,Running Red Light,40.62763563330103,-73.73313329808252,Low
2025-04-28,11:10:35,Rain,Moderate,Morning,Medium,Other,Truck,Running Red Light,40.704735030206805,-74.08972848550728,Low
2025-01-24,06:13:26,Fog,Moderate,Night,Medium,Head-on,Car,Distracted Driving,40.57914472014851,-73.71339044664312,High
2025-01-29,10:14:30,Clear,Moderate,Morning,High,Rollover,Car,Speeding,40.91092926253964,-74.00430098933063,Medium
2025-02-26,05:00:47,Clear,Good,Night,Medium,Rear-end,Bus,Distracted Driving,40.590826624281846,-74.0231531759453,Low
2025-07-29,09:29:08,Clear,Good,Morning,Medium,Rollover,Motorcycle,Speeding,40.70634818605716,-73.72485939236657,Medium
2025-06-24,05:28:00,Clear,Good,Night,Medium,Rollover,Bus,Mechanical Failure,40.58008398712222,-73.86004279880426,Medium
2025-03-29,22:09:45,Rain,Moderate,Evening,Medium,Head-on,Car,Weather,40.906479704954045,-73.70882395793312,High
2025-01-20,04:51:06,Clear,Good,Night,High,Other,Car,Speeding,40.66858116578818,-74.10771181501623,Medium
2025-01-08,19:10:12,Rain,Good,Evening,Medium,Rollover,Motorcycle,Speeding,40.82099605709386,-74.0141930406791,High
2025-04-06,11:02:32,Rain,Poor,Morning,Low,Head-on,Motorcycle,Speeding,40.65399410511029,-74.12492589560958,High
2025-05-29,12:19:55,Clear,Moderate,Morning,High,Other,Car,Speeding,40.67483091282876,-74.01166815515293,Low
2025-05-30,12:50:19,Clear,Good,Morning,Low,Rollover,Car,Mechanical Failure,40.863787978058966,-73.72466341124331,Medium
2025-07-23,17:43:18,Clear,Moderate,Afternoon,Low,Rear-end,Car,Mechanical Failure,40.86192301091624,-73.9211259735635,Low
2025-07-26,18:22:37,Snow,Poor,Afternoon,Medium,Side,Car,Weather,40.89293396097019,-74.05746736333816,Medium
2025-06-28,11:37:20,Rain,Poor,Morning,Medium,Head-on,Car,Running Red Light,40.81868157528869,-74.03323053168087,High
2025-02-19,15:51:37,Fog,Good,Afternoon,High,Rollover,Car,Distracted Driving,40.72236029640012,-73.84125680378745,High
2025-08-24,15:56:53,Fog,Poor,Afternoon,Low,Side,Motorcycle,Mechanical Failure,40.84653342702772,-74.14911709176008,Medium
2025-06-28,20:45:51,Rain,Poor,Evening,Medium,Head-on,Car,Other,40.70623592656522,-73.94506970427624,High
2025-07-10,01:16:47,Clear,Moderate,Night,High,Side,Car,Speeding,40.80898742447871,-73.9469457356265,Medium
2025-03-09,17:59:44,Clear,Moderate,Afternoon,High,Other,Car,Speeding,40.66881515223151,-74.000337969278,Low
2025-01-01,12:37:55,Clear,Good,Morning,Jam,Head-on,Car,Mechanical Failure,40.6678836395982,-73.94249224280625,Medium
2025-02-26,05:42:19,Clear,Good,Night,Medium,Head-on,Car,Mechanical Failure,40.5709386136128,-73.91844667645272,Medium
2025-01-04,08:13:10,Rain,Good,Morning,Jam,Side,Car,Weather,40.80819334194194,-74.11129181559635,Medium
2025-05-03,22:04:28,Rain,Moderate,Evening,High,Other,Bus,Speeding,40.60190445418188,-73.97958144106344,Medium
2025-07-23,21:19:37,Clear,Good,Evening,Low,Rear-end,Bicycle,Distracted Driving,40.665158381407,-74.01799374305364,Low
2025-05-12,22:12:46,Rain,Good,Evening,Medium,Rollover,Car,Mechanical Failure,40.68807788014957,-74.13554969416855,High
2025-06-08,13:02:36,Clear,Good,Afternoon,Low,Rear-end,Truck,Distracted Driving,40.612527382205,-73.94825864602734,Low
2025-03-07,16:18:39,Snow,Good,Afternoon,Low,Other,Bus,Mechanical Failure,40.76685963363677,-74.09655853836841,Low
2025-06-03,18:10:04,Snow,Poor,Afternoon,Low,Rollover,Truck,Distracted Driving,40.84849555508473,-73.74669795179975,High
2025-08-04,10:02:03,Clear,Moderate,Morning,Low,Rear-end,Car,Weather,40.86812876834599,-73.81522973426189,Low
2025-06-18,14:07:59,Clear,Good,Afternoon,Medium,Rear-end,Bicycle,Distracted Driving,40.63504042844552,-74.07317288071589,Low
2025-03-03,17:25:52,Snow,Moderate,Afternoon,Medium,Rear-end,Bicycle,Distracted Driving,40.89065472323279,-73.90158044440741,Low
2025-02-25,10:44:51,Clear,Good,Morning,Jam,Head-on,Car,Mechanical Failure,40.69116260431005,-73.73542796782132,Medium
2025-03-04,08:09:19,Clear,Moderate,Morning,Medium,Rear-end,Bicycle,Alcohol,40.72173150487846,-74.07825012970665,Low
2025-08-03,12:09:00,Clear,Good,Morning,Medium,Other,Car,Weather,40.72216366267491,-73.7913981658823,Low
2025-05-03,18:53:10,Clear,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Running Red Light,40.85005838143392,-73.95027582261858,Low
2025-01-06,16:27:14,Rain,Good,Afternoon,Low,Side,Bicycle,Speeding,40.75330555748363,-74.06795184658255,Low
2025-06-07,19:34:02,Clear,Good,Evening,Low,Rear-end,Bus,Alcohol,40.7078808132979,-73.87989435359904,Low
2025-05-01,14:59:18,Clear,Good,Afternoon,Low,Rollover,Car,Mechanical Failure,40.79479625370811,-73.70307933279851,Medium
2025-05-18,05:53:29,Clear,Poor,Night,High,Rollover,Car,Other,40.61707821464515,-73.9023721201388,High
2025-06-01,22:11:03,Snow,Good,Evening,Medium,Side,Car,Distracted Driving,40.776206920927045,-73.90653238377413,Medium
2025-07-19,23:40:06,Clear,Good,Evening,Medium,Side,Bicycle,Other,40.87855456064727,-73.9031938360834,Low
2025-06-07,23:48:41,Rain,Poor,Evening,High,Rollover,Truck,Weather,40.852682777300735,-73.84805799542664,High
2025-04-17,12:35:39,Rain,Moderate,Morning,High,Other,Motorcycle,Distracted Driving,40.61999358953263,-73.77157608897868,Medium
2025-02-14,12:11:14,Clear,Poor,Morning,Medium,Rear-end,Car,Distracted Driving,40.58233062313221,-74.04948392675395,Low
2025-06-01,11:31:51,Clear,Moderate,Morning,Low,Side,Car,Running Red Light,40.65316954688796,-73.96564531587957,Low
2025-04-22,09:00:23,Clear,Moderate,Morning,Medium,Head-on,Truck,Mechanical Failure,40.79462000435979,-73.7865041691333,Medium
2025-06-04,23:00:09,Rain,Good,Evening,Low,Other,Car,Speeding,40.888314502490566,-73.78858433322911,Medium
2025-07-31,13:02:30,Clear,Moderate,Afternoon,Low,Rollover,Car,Running Red Light,40.61171664393721,-74.02769937118795,Medium
2025-03-13,05:52:59,Clear,Poor,Night,Low,Head-on,Car,Speeding,40.78794461654103,-73.84666944769204,High
2025-05-03,15:11:51,Snow,Moderate,Afternoon,Medium,Rear-end,Car,Weather,40.58483429834479,-73.97056281083702,Low
2025-07-19,09:35:46,Clear,Good,Morning,Medium,Rollover,Car,Speeding,40.55704441798582,-73.78281050047566,Medium
2025-07-01,20:40:15,Clear,Good,Evening,Medium,Side,Truck,Running Red Light,40.5690426809151,-74.00294022284024,Low
2025-06-03,17:23:08,Rain,Poor,Afternoon,Low,Head-on,Truck,Alcohol,40.79094546518366,-73.85167926059025,High
2025-06-18,23:45:19,Rain,Good,Evening,Low,Rear-end,Motorcycle,Other,40.84273907427672,-73.94498502099076,Medium
2025-03-14,09:23:17,Fog,Poor,Morning,High,Other,Car,Alcohol,40.75729451835043,-74.01495014106865,Medium
2025-03-26,18:26:28,Clear,Moderate,Afternoon,High,Rollover,Car,Other,40.68949823270962,-74.072058423748,Medium
2025-02-05,21:16:21,Clear,Poor,Evening,Low,Rear-end,Car,Distracted Driving,40.78461331271388,-73.81156726902502,Medium
2025-01-21,20:41:06,Clear,Poor,Evening,Medium,Head-on,Car,Other,40.76487704723358,-73.90939638131752,High
2025-08-18,19:56:57,Clear,Moderate,Evening,High,Head-on,Car,Speeding,40.73881565586245,-73.70640526824677,High
2025-04-11,17:53:54,Clear,Moderate,Afternoon,High,Rollover,Truck,Other,40.69031921431196,-74.08529428587167,Medium
2025-08-14,07:30:00,Clear,Moderate,Morning,Medium,Rear-end,Bicycle,Distracted Driving,40.90389800597556,-73.93174068153968,Low
2025-06-17,07:35:45,Clear,Good,Morning,Low,Head-on,Truck,Speeding,40.78856146463402,-73.72066960196804,Medium
2025-06-13,21:45:20,Clear,Good,Evening,Low,Head-on,Pedestrian,Distracted Driving,40.59459308072306,-73.96032658992262,Medium
2025-01-01,08:15:25,Clear,Good,Morning,Medium,Rollover,Car,Distracted Driving,40.88371463986439,-73.82614258111279,Medium
2025-05-18,10:00:47,Fog,Good,Morning,High,Rollover,Car,Speeding,40.724025657411616,-73.93669594021355,High
2025-05-14,08:18:42,Clear,Poor,Morning,Jam,Rear-end,Car,Speeding,40.75100910139141,-74.01265673182101,Medium
2025-01-29,13:44:25,Rain,Moderate,Afternoon,Low,Other,Car,Distracted Driving,40.59501860041143,-73.7189901838025,Low
2025-05-27,02:24:21,Clear,Moderate,Night,High,Head-on,Car,Speeding,40.86723954270153,-73.77893993644159,High
2025-05-28,05:54:54,Clear,Moderate,Night,High,Side,Bus,Running Red Light,40.86107607723413,-74.04367053138222,Medium
2025-04-02,11:57:57,Clear,Moderate,Morning,High,Other,Truck,Distracted Driving,40.62186995493049,-73.80047846369222,Low
2025-08-11,18:49:54,Clear,Moderate,Afternoon,Medium,Rear-end,Car,Mechanical Failure,40.8192390774539,-73.9991169557176,Low
2025-08-24,18:53:40,Clear,Good,Afternoon,High,Side,Motorcycle,Weather,40.73005409235661,-74.03730925046649,Low
2025-05-17,08:05:34,Rain,Good,Morning,Low,Side,Car,Weather,40.587168728552,-74.0340045385165,Low
2025-02-17,05:10:41,Clear,Poor,Night,Medium,Side,Motorcycle,Running Red Light,40.62254011003824,-74.08863215855874,Medium
2025-01-04,07:53:55,Rain,Good,Morning,Medium,Rollover,Car,Speeding,40.72778980489094,-74.0539682731615,Medium
2025-04-09,18:51:18,Clear,Good,Afternoon,Low,Rear-end,Motorcycle,Mechanical Failure,40.87174080562878,-73.92151070691533,Low
2025-08-26,19:24:33,Clear,Good,Evening,Low,Head-on,Truck,Speeding,40.73453355240056,-74.03392401308979,Medium
2025-07-16,14:22:40,Snow,Good,Afternoon,Low,Head-on,Truck,Distracted Driving,40.87417340948589,-73.73970570217699,Medium
2025-01-09,12:59:14,Clear,Moderate,Morning,High,Head-on,Car,Speeding,40.7718186368861,-73.93518469076903,Medium
2025-01-02,07:38:56,Clear,Good,Morning,Medium,Rollover,Motorcycle,Running Red Light,40.83496924590879,-73.99022955329467,Medium
2025-02-05,03:38:19,Clear,Good,Night,Low,Other,Truck,Weather,40.71881475742253,-74.0043632711419,Low
2025-01-20,03:39:13,Clear,Poor,Night,Low,Side,Motorcycle,Running Red Light,40.74724058444968,-73.76871534494921,Medium
2025-08-02,09:56:49,Snow,Good,Morning,Jam,Rollover,Car,Speeding,40.66287650586736,-74.13666196730674,High
2025-02-14,21:06:30,Clear,Moderate,Evening,Medium,Side,Car,Other,40.70059600695228,-73.73576143312498,Low
2025-02-18,01:21:32,Clear,Moderate,Night,Medium,Other,Car,Running Red Light,40.759498456616924,-73.88698092857696,Low
2025-02-21,04:34:48,Clear,Moderate,Night,Medium,Head-on,Car,Weather,40.664581415562594,-73.97734331495249,Medium
2025-03-10,04:11:38,Rain,Moderate,Night,Medium,Rollover,Car,Other,40.88453197476294,-73.94372411471052,High
2025-08-14,08:44:21,Clear,Moderate,Morning,Low,Other,Bus,Running Red Light,40.57100887352483,-73.97065367027706,Low
2025-07-27,20:21:43,Clear,Good,Evening,Low,Side,Bicycle,Speeding,40.833530399864536,-74.01392899153397,Low
2025-06-26,06:53:04,Clear,Good,Night,High,Side,Car,Distracted Driving,40.829882567134426,-73.86123433807877,Medium
2025-03-07,07:02:59,Clear,Good,Morning,High,Other,Pedestrian,Speeding,40.79196976051298,-73.85666992169469,Low
2025-01-11,02:05:35,Rain,Moderate,Night,Jam,Other,Motorcycle,Speeding,40.85557511065963,-73.88763600214912,Medium
2025-04-22,13:39:24,Clear,Good,Afternoon,Medium,Other,Car,Weather,40.819658293637175,-73.76276503722879,Low
2025-04-28,16:13:27,Clear,Good,Afternoon,Low,Rear-end,Car,Running Red Light,40.644363197765486,-73.97499366174883,Low
2025-02-23,01:18:17,Clear,Good,Night,Low,Rollover,Motorcycle,Weather,40.829173760328416,-73.77865173961868,Medium
2025-02-18,20:48:22,Clear,Moderate,Evening,Medium,Other,Bus,Alcohol,40.76512027803693,-74.01502073591271,Low
2025-01-31,09:45:44,Rain,Moderate,Morning,Medium,Side,Car,Speeding,40.90831349919738,-73.79135836932176,Low
2025-03-31,14:10:16,Rain,Good,Afternoon,Medium,Rollover,Car,Distracted Driving,40.704887544810695,-73.97295273654461,Medium
2025-07-08,05:44:42,Clear,Poor,Night,High,Other,Car,Distracted Driving,40.69357814145106,-73.90297272047901,Medium
2025-07-20,16:37:17,Fog,Construction,Afternoon,Low,Rear-end,Bicycle,Alcohol,40.77222140144052,-74.08938465779032,Medium
2025-01-27,22:18:49,Clear,Poor,Evening,Medium,Rear-end,Car,Distracted Driving,40.78819192148254,-73.73626560490753,Medium
2025-01-31,10:45:08,Rain,Moderate,Morning,Medium,Side,Truck,Other,40.81063977363961,-74.05006593502523,Low
2025-07-03,05:16:00,Snow,Good,Night,Medium,Rollover,Car,Speeding,40.82093593452813,-74.00114548090686,High
2025-08-13,10:30:51,Snow,Good,Morning,Low,Rollover,Motorcycle,Alcohol,40.847249701432034,-74.0018700398595,Medium
2025-08-17,01:23:15,Clear,Good,Night,Low,Other,Car,Distracted Driving,40.77380503787767,-73.84921038331746,Low
2025-07-24,01:45:57,Rain,Good,Night,Medium,Side,Car,Weather,40.560169837126445,-73.86686834544031,Medium
2025-01-11,23:07:52,Clear,Moderate,Evening,Medium,Side,Car,Weather,40.8983110624915,-73.79467276862735,Low
2025-04-21,06:10:21,Rain,Poor,Night,High,Rollover,Bus,Weather,40.70004123221577,-73.9313649752567,High
2025-07-15,23:18:28,Snow,Moderate,Evening,Medium,Head-on,Motorcycle,Alcohol,40.783487961105614,-73.85508794607671,High
2025-03-06,03:35:11,Rain,Moderate,Night,Medium,Rear-end,Truck,Distracted Driving,40.60193421061285,-73.7577463509874,Medium
2025-07-10,10:57:22,Rain,Poor,Morning,High,Rollover,Car,Distracted Driving,40.91164557560455,-73.96949770745535,High
2025-06-09,23:32:36,Rain,Poor,Evening,High,Head-on,Car,Running Red Light,40.84089051980411,-73.73682235554017,High
2025-05-14,16:58:11,Clear,Construction,Afternoon,Medium,Other,Car,Weather,40.7673341055488,-74.01882269422045,Low
2025-08-13,07:55:00,Rain,Moderate,Morning,High,Rear-end,Truck,Weather,40.61402471347131,-73.93699742572122,Medium
2025-06-05,11:38:39,Clear,Good,Morning,Medium,Head-on,Truck,Speeding,40.81695153220054,-73.93498221124085,Medium
2025-02-17,13:24:30,Rain,Good,Afternoon,High,Rollover,Bicycle,Weather,40.75029029406371,-74.028442357469,High
2025-08-27,08:27:42,Rain,Moderate,Morning,Medium,Rollover,Car,Running Red Light,40.86123982087637,-73.86142396625628,Medium
2025-01-07,05:26:17,Clear,Good,Night,High,Rear-end,Car,Distracted Driving,40.83157097227121,-74.00136696966435,Medium
2025-08-18,23:16:51,Clear,Good,Evening,Medium,Other,Truck,Speeding,40.81747824741451,-73.8013660475692,Low
2025-08-28,12:15:49,Clear,Good,Morning,Low,Rear-end,Car,Weather,40.55892157303269,-73.99321430217685,Low
2025-01-31,19:39:21,Clear,Good,Evening,Medium,Rear-end,Car,Speeding,40.56477271291112,-73.7166511306435,Low
2025-02-08,01:04:53,Clear,Good,Night,Medium,Other,Motorcycle,Speeding,40.91022443505461,-74.01755426559532,Low
2025-05-16,05:41:35,Clear,Good,Night,High,Rear-end,Car,Weather,40.5581127790219,-73.77251109603594,Medium
2025-06-19,19:36:23,Clear,Poor,Evening,High,Rollover,Car,Mechanical Failure,40.6578371096288,-74.09178834727776,High
2025-08-26,19:46:27,Rain,Moderate,Evening,Low,Side,Motorcycle,Running Red Light,40.569694095403946,-74.05732044836077,Medium
2025-01-03,00:40:11,Clear,Moderate,Night,Medium,Side,Car,Speeding,40.65621094426409,-73.97545747974809,Low
2025-04-14,17:07:00,Snow,Poor,Afternoon,Medium,Side,Car,Distracted Driving,40.74532166209605,-73.74967348943196,Medium
2025-07-09,23:15:28,Rain,Good,Evening,Medium,Other,Car,Speeding,40.88429799898211,-74.12836709935968,Medium
2025-03-11,23:51:51,Clear,Construction,Evening,High,Side,Truck,Speeding,40.87447308692369,-73.92679345463505,Medium
2025-01-28,06:57:01,Clear,Moderate,Night,Medium,Rollover,Motorcycle,Speeding,40.66405545611679,-73.96283512788676,Medium
2025-07-03,11:01:12,Snow,Good,Morning,Medium,Other,Bicycle,Speeding,40.579394901710586,-73.9146859239616,Low
2025-05-15,15:48:14,Clear,Poor,Afternoon,Medium,Head-on,Truck,Alcohol,40.60057467829783,-73.99269884937004,Medium
2025-03-04,14:25:53,Rain,Moderate,Afternoon,Medium,Other,Car,Distracted Driving,40.83838932488724,-73.92707908222131,Low
2025-01-08,12:19:10,Fog,Moderate,Morning,Medium,Side,Car,Mechanical Failure,40.863976890004,-73.70396089535637,Low
2025-08-06,10:22:56,Rain,Good,Morning,Low,Other,Car,Distracted Driving,40.56794939190972,-73.93789824185573,Low
2025-01-31,23:28:37,Clear,Moderate,Evening,Medium,Other,Car,Weather,40.62619489561557,-73.74345051940301,Low
2025-05-19,18:53:43,Rain,Moderate,Afternoon,High,Rear-end,Car,Running Red Light,40.81706962447772,-74.00491842044572,Medium
2025-08-21,03:39:48,Clear,Poor,Night,Jam,Other,Truck,Speeding,40.67651418051142,-73.93928474394168,Medium
2025-03-20,05:53:23,Clear,Good,Night,Medium,Head-on,Car,Distracted Driving,40.81082033203165,-74.02274122268126,Medium
2025-07-30,16:46:53,Clear,Moderate,Afternoon,High,Side,Car,Distracted Driving,40.72431969783442,-73.70281153433358,Low
2025-08-13,04:39:33,Rain,Good,Night,Medium,Rear-end,Car,Distracted Driving,40.68278291077552,-74.078811873105,Medium
2025-05-22,14:11:34,Rain,Poor,Afternoon,High,Rollover,Truck,Distracted Driving,40.79315530695119,-73.79937521111322,High
2025-08-10,06:54:11,Clear,Construction,Night,Medium,Rear-end,Car,Distracted Driving,40.610476910322944,-73.84661566513611,Medium
2025-03-22,02:46:23,Clear,Moderate,Night,Medium,Rear-end,Car,Speeding,40.58980772450195,-73.72192229167162,Low
2025-04-28,23:10:57,Rain,Good,Evening,Low,Other,Car,Running Red Light,40.55420814542172,-74.03828591081545,Medium
